1,0.66214910,0.68305610,1
2,0.51342010,0.54372810,1
3,0.49801910,0.66589110,1
4,0.73271910,0.26055310,1
5,0.69322710,0.68994210,1
6,0.68090810,0.78599910,1
7,0.60684710,0.33820410,1
8,0.76871510,0.69856810,1
9,0.23824910,0.38149810,1
10,0.98724110,0.69154410,1
11,0.51105910,0.08429810,1
12,0.42112110,0.85448110,1
13,0.04497310,0.10857310,1
14,0.74625110,0.92688910,1
15,0.66034710,0.92435410,1
16,0.99028110,0.34969310,1
17,0.33773110,0.00334610,1
18,0.67507810,0.62643310,1
19,0.32288710,0.90336310,1
20,0.74551210,0.70387410,1
21,0.30136610,0.40239210,1
22,0.44645310,0.57361110,1
23,0.21016310,0.59002010,1
24,0.55255610,0.38647510,1
25,0.51269710,0.79227910,1
26,0.09887210,0.73609910,1
27,0.48624210,0.71865810,1
28,0.83444310,0.82749110,1
29,0.95687610,0.41725810,1
30,0.17745410,0.57572310,1
31,0.09330010,0.55529110,1
32,0.84520310,0.27044310,1
33,0.34741210,0.97142310,1
34,0.15799010,0.69507810,1
35,0.73493610,0.06385110,1
36,0.15984110,0.04675110,1
37,0.63422710,0.54053610,1
38,0.28844410,0.96105910,1
39,0.42448510,0.02847810,1
40,0.39180210,0.02293210,1
41,0.56458010,0.85842810,1
42,0.71770110,0.38283610,1
43,0.36639310,0.44500610,1
44,0.63186110,0.56024510,1
45,0.01879510,0.52459310,1
46,0.70563210,0.07198110,1
47,0.31133610,0.94361410,1
48,0.19800810,0.67169810,1
49,0.32634710,0.45273510,1
50,0.91212510,0.82972910,1
51,0.96867610,0.36618810,1
52,0.55992410,0.59018810,1
53,0.45918710,0.84489910,1
54,0.18835510,0.92599410,1
55,0.72421610,0.33241310,1
56,0.63439410,0.33205210,1
57,0.42477110,0.63259810,1
58,0.87028710,0.73667610,1
59,0.92696310,0.20213410,1
60,0.54919110,0.07658010,1
61,0.60637610,0.17705810,1
62,0.44317710,0.66917710,1
63,0.38175610,0.69472810,1
64,0.66060410,0.51004910,1
65,0.67868110,0.74460910,1
66,0.33561610,0.88313010,1
67,0.65560110,0.86557510,1
68,0.80577410,0.42739410,1
69,0.31332610,0.37804710,1
70,0.59980010,0.82377010,1
71,0.88436010,0.67260010,1
72,0.23088810,0.68763610,1
73,0.63906910,0.43349810,1
74,0.52611310,0.19552710,1
75,0.99278710,0.43236910,1
76,0.56189710,0.78162710,1
77,0.44547210,0.82043510,1
78,0.72534510,0.86359810,1
79,0.31359910,0.29670210,1
80,0.71354210,0.01611610,1
81,0.33622110,0.50191010,1
82,0.92586610,0.36951010,1
83,0.01241210,0.51961910,1
84,0.11967710,0.15679010,1
85,0.86370410,0.00351610,1
86,0.57224010,0.63050110,1
87,0.61644010,0.83106010,1
88,0.29746810,0.75004910,1
89,0.31509010,0.12238310,1
90,0.00378210,0.18656410,1
91,0.57798310,0.00708010,1
92,0.04268610,0.85025110,1
93,0.96216310,0.10780110,1
94,0.86175910,0.08449810,1
95,0.23277110,0.94917210,1
96,0.13723410,0.22468710,1
97,0.80226810,0.50705510,1
98,0.48008610,0.49634210,1
99,0.14859110,0.93530410,1
100,0.81839310,0.71347010,1
101,0.60113910,0.05035410,1
102,0.91917210,0.43015410,1
103,0.45905810,0.72523310,1
104,0.15160010,0.99376710,1
105,0.57229910,0.38987210,1
106,0.09957710,0.92478410,1
107,0.88057810,0.44579810,1
108,0.56577910,0.31454910,1
109,0.93337610,0.51343310,1
110,0.85448210,0.51799610,1
111,0.65502510,0.54532310,1
112,0.63078410,0.66364910,1
113,0.74399110,0.91942410,1
114,0.19738210,0.32876810,1
115,0.98257110,0.36272610,1
116,0.73849110,0.66253910,1
117,0.71135010,0.59638410,1
118,0.90567810,0.39023110,1
119,0.96871010,0.86805710,1
120,0.46797010,0.13183610,1
121,0.26900810,0.08045610,1
122,0.00912510,0.04854610,1
123,0.16689410,0.43874010,1
124,0.85458610,0.38957010,1
125,0.72481010,0.79603010,1
126,0.19880810,0.23408110,1
127,0.99484810,0.68478910,1
128,0.33088110,0.22866110,1
129,0.52074510,0.85056410,1
130,0.01697910,0.80112210,1
131,0.10923010,0.35764410,1
132,0.21850310,0.41385410,1
133,0.66269010,0.21053510,1
134,0.95267410,0.58704010,1
135,0.59886410,0.91488810,1
136,0.05891810,0.58123310,1
137,0.78061210,0.72669010,1
138,0.86006610,0.05009810,1
139,0.22813210,0.12636310,1
140,0.17416310,0.94944910,1
141,0.64786310,0.23903310,1
142,0.98321910,0.74889710,1
143,0.60031410,0.95918810,1
144,0.53390110,0.65363110,1
145,0.26907110,0.57429410,1
146,0.21142210,0.92081210,1
147,0.84355110,0.69425210,1
148,0.13864710,0.69037510,1
149,0.00737910,0.05691010,1
150,0.42924810,0.21248110,1
151,0.45667110,0.81225810,1
152,0.04460010,0.99386410,1
153,0.62395910,0.62888310,1
154,0.78409310,0.42108010,1
155,0.44325710,0.04563410,1
156,0.69662810,0.98356510,1
157,0.78520210,0.97188210,1
158,0.76905110,0.00146510,1
159,0.87521810,0.66603810,1
160,0.05706610,0.41546410,1
161,0.95801110,0.05330810,1
162,0.40594610,0.07340310,1
163,0.92853010,0.64183910,1
164,0.99908710,0.25745910,1
165,0.03084110,0.85526710,1
166,0.29908510,0.32696410,1
167,0.28106210,0.28409010,1
168,0.75986310,0.23551410,1
169,0.49592610,0.54333410,1
170,0.92948610,0.63243810,1
171,0.12952410,0.96033610,1
172,0.44571110,0.72079310,1
173,0.23737810,0.53477610,1
174,0.33187210,0.73425810,1
175,0.88778710,0.91390910,1
176,0.67140310,0.33731910,1
177,0.32467910,0.14243610,1
178,0.13685910,0.40887610,1
179,0.63020710,0.74712310,1
180,0.55081510,0.60613910,1
181,0.64471210,0.82449810,1
182,0.73201810,0.52137110,1
183,0.75809710,0.04240210,1
184,0.45461310,0.09107610,1
185,0.62722910,0.64598610,1
186,0.23132110,0.37806910,1
187,0.69596210,0.04393810,1
188,0.21836910,0.39565910,1
189,0.89996410,0.38982110,1
190,0.28983410,0.46267310,1
191,0.25176710,0.73823310,1
192,0.00368610,0.65543310,1
193,0.21925810,0.42020510,1
194,0.63558710,0.91469210,1
195,0.99873310,0.05496410,1
196,0.68769710,0.71152010,1
197,0.92289210,0.96354510,1
198,0.65468110,0.22817410,1
199,0.94718010,0.27779010,1
200,0.58951310,0.31916710,1
201,0.98873110,0.13919810,1
202,0.18542710,0.27992710,1
203,0.64785810,0.03218610,1
204,0.10820410,0.28883110,1
205,0.36177310,0.69754510,1
206,0.03097310,0.74091610,1
207,0.74733910,0.18401410,1
208,0.21895410,0.91665410,1
209,0.19482310,0.40977310,1
210,0.53722710,0.22864410,1
211,0.11149910,0.63783210,1
212,0.78450110,0.14836310,1
213,0.50831810,0.13517010,1
214,0.93762510,0.68047210,1
215,0.86662910,0.00463510,1
216,0.24752210,0.93324010,1
217,0.28451010,0.41238310,1
218,0.32169410,0.94300110,1
219,0.26091410,0.60996410,1
220,0.38570410,0.81429810,1
221,0.44869110,0.44249410,1
222,0.51994010,0.77731110,1
223,0.23668410,0.69791810,1
224,0.72948310,0.45572710,1
225,0.18305210,0.95957810,1
226,0.49044110,0.10051110,1
227,0.28873910,0.35959510,1
228,0.83349410,0.53899910,1
229,0.59756810,0.07802810,1
230,0.72037110,0.12439510,1
231,0.91381110,0.59781210,1
232,0.58763010,0.17217610,1
233,0.17992210,0.06470410,1
234,0.80791310,0.15850410,1
235,0.09643910,0.12618110,1
236,0.80043010,0.63547410,1
237,0.39687210,0.60355110,1
238,0.25439310,0.64825510,1
239,0.87343110,0.84508110,1
